Outlines of the full ICESat-based drainage
systems generated by the Ice Altimetry
group at Goddard Space Flight Center, based
on ICESat campaigns L2a-c, L3a-c
(2003 Feb - 2005 May).
Each record: drainage subsystem, lat (deg N), lon (deg E)
END OF HEADER
6.1 -469974.026079 -2766524.5826
6.1 -470064.0369 -2766515.18557
6.1 -470169.072019 -2766504.15703
6.1 -470274.126071 -2766493.23685
6.1 -470392.667469 -2766465.80075
6.1 -470511.072589 -2766438.1513
6.1 -470631.168254 -2766425.69938
6.1 -470751.196316 -2766413.13812
6.1 -470871.195008 -2766400.69221
6.1 -470976.246878 -2766389.74538
6.1 -471079.719791 -2766363.68812
6.1 -471169.698568 -2766354.37569
6.1 -471244.711609 -2766346.45371
6.1 -471333.206557 -2766322.01317
6.1 -471393.26264 -2766315.82619
6.1 -471451.737836 -2766294.53169
6.1 -471526.749755 -2766286.60206
6.1 -471615.260974 -2766262.26485
6.1 -471690.291464 -2766254.44313
6.1 -471778.685384 -2766230.00482
6.1 -471852.247969 -2766207.16855
6.1 -471940.639809 -2766182.72507
6.1 -472012.568268 -2766144.78688
6.1 -472101.121542 -2766120.42591
6.1 -472219.545548 -2766092.92804
6.1 -472293.083595 -2766069.96774
6.1 -472383.055514 -2766060.61582
6.1 -472503.043684 -2766048.09911
6.1 -472609.673537 -2766052.19579
6.1 -472744.752192 -2766038.13076
6.1 -472849.717675 -2766027.2416
6.1 -472956.330216 -2766031.21263
6.1 -473076.318703 -2766018.67107
6.1 -473182.971089 -2766022.85805
6.1 -473287.917842 -2766011.83995
6.1 -473411.070128 -2766029.38194
6.1 -473502.634995 -2766035.09879
6.1 -473609.272012 -2766039.15709
6.1 -473715.813437 -2766043.22783
6.1 -473808.955239 -2766063.92729
6.1 -473917.025624 -2766082.99128
6.1 -474010.171123 -2766103.68407
6.1 -474130.184817 -2766091.20921
6.1 -474209.885921 -2766128.53799
6.1 -474348.001601 -2766144.51698
6.1 -474469.595596 -2766147.01988
6.1 -474592.691637 -2766164.63869
6.1 -474714.220864 -2766167.02686
6.1 -474789.273374 -2766159.23349
6.1 -474880.871594 -2766165.01736
6.1 -474970.948419 -2766155.56483
6.1 -475060.880292 -2766146.13423
6.1 -475119.356757 -2766124.87432
6.1 -475209.452088 -2766115.52633
6.1 -475329.469605 -2766102.99951
6.1 -475419.44882 -2766093.54896
6.1 -475496.054681 -2766100.84897
6.1 -475616.072367 -2766088.30972
6.1 -475707.655177 -2766093.95396
6.1 -475812.678159 -2766082.94423
6.1 -475917.720309 -2766072.04282
6.1 -476010.842292 -2766092.67705
6.1 -476117.39436 -2766096.88866
6.1 -476239.000523 -2766099.31403
6.1 -476300.501068 -2766108.0371
6.1 -476390.598338 -2766098.65069
6.1 -476450.579465 -2766092.48297
6.1 -476527.173168 -2766099.64226
6.1 -476618.734065 -2766105.37711
6.1 -476663.700911 -2766100.63542
6.1 -476738.706773 -2766092.79754
6.1 -476785.282673 -2766103.1575
6.1 -476860.33709 -2766095.308
6.1 -476923.451496 -2766119.12089
6.1 -476998.477666 -2766111.38828
6.1 -477063.117534 -2766150.08528
6.1 -477123.100709 -2766143.903
6.1 -477214.744527 -2766149.48929
6.1 -477309.400284 -2766185.20039
6.1 -477370.928999 -2766194.01219
6.1 -477464.063283 -2766214.83101
6.1 -477590.292735 -2766262.31619
6.1 -477668.367398 -2766284.57255
6.1 -477764.600774 -2766335.38022
6.1 -477932.758908 -2766348.31595
6.1 -478012.367991 -2766385.44979
6.1 -478152.105118 -2766416.58486
6.1 -478245.13983 -2766437.28233
6.1 -478339.870342 -2766472.95083
6.1 -478434.526401 -2766508.74521
6.1 -478529.214019 -2766544.41581
6.1 -478638.806392 -2766578.54611
6.1 -478733.567337 -2766614.31389
6.1 -478843.214049 -2766648.42797
6.1 -478951.331216 -2766667.65111
6.1 -479045.984232 -2766703.31293
6.1 -479170.590967 -2766735.86656
6.1 -479262.239088 -2766741.50653
6.1 -479343.42497 -2766793.83531
6.1 -479438.156274 -2766829.58807
6.1 -479534.348615 -2766880.35331
6.1 -479628.940893 -2766916.1249
6.1 -479723.680742 -2766951.86825
6.1 -479819.863496 -2767002.51176
6.1 -479926.400524 -2767006.70716
6.1 -479991.125583 -2767045.45095
6.1 -480084.153619 -2767066.09641
6.1 -480177.318993 -2767086.94662
6.1 -480255.493454 -2767109.12348
6.1 -480288.566304 -2767136.0038
6.1 -480381.620234 -2767156.75177
6.1 -480458.191187 -2767163.93275
6.1 -480504.777454 -2767174.35207
6.1 -480567.907126 -2767198.09266
6.1 -480631.0092 -2767221.95254
6.1 -480709.115373 -2767244.24597
6.1 -480773.761391 -2767282.98902
6.1 -480850.261199 -2767290.28839
6.1 -480929.913857 -2767327.46204
6.1 -480978.0674 -2767352.87214
6.1 -481105.899106 -2767415.56258
6.1 -481168.915066 -2767439.42745
6.1 -481281.750983 -2767503.67773
6.1 -481376.391981 -2767539.39161
6.1 -481472.599858 -2767590.10083
6.1 -481567.294998 -2767625.80004
6.1 -481633.469775 -2767679.76399
6.1 -481711.599262 -2767702.03008
6.1 -481806.282272 -2767737.60917
6.1 -481872.464224 -2767791.56782
6.1 -481935.592972 -2767815.39915
6.1 -482031.772874 -2767866.09841
6.1 -482112.920637 -2767918.48792
6.1 -482207.656012 -2767954.27847
6.1 -482273.830924 -2768008.11604
6.1 -482340.008195 -2768061.9522
6.1 -482437.792212 -2768127.74895
6.1 -482517.414668 -2768165.00842
6.1 -482600.149237 -2768232.38313
6.1 -482697.964584 -2768298.28373
6.1 -482794.126758 -2768348.96667
6.1 -482891.931018 -2768414.74866
6.1 -482958.100014 -2768468.69218
6.1 -483084.361663 -2768516.3149
6.1 -483182.130124 -2768582.09583
6.1 -483261.795566 -2768619.44743
6.1 -483357.97938 -2768670.11198
6.1 -483437.64991 -2768707.45878
6.1 -483532.266606 -2768743.11928
6.1 -483596.95849 -2768781.92127
6.1 -483691.599733 -2768817.68884
6.1 -483789.3448 -2768883.45819
6.1 -483887.162271 -2768949.32822
6.1 -483969.854473 -2769016.68241
6.1 -484066.065296 -2769067.32384
6.1 -484190.702569 -2769099.91706
6.1 -484260.036738 -2769183.94921
6.1 -484324.768452 -2769222.84768
6.1 -484405.881357 -2769275.07951
6.1 -484502.100134 -2769325.93976
6.1 -484553.284771 -2769381.32166
6.1 -484634.570935 -2769433.63426
6.1 -484730.731274 -2769484.38331
6.1 -484811.975361 -2769536.69955
6.1 -484878.157267 -2769590.60965
6.1 -484959.406999 -2769642.92193
6.1 -485024.013741 -2769681.83068
6.1 -485088.699289 -2769720.60883
6.1 -485184.897486 -2769771.45543
6.1 -485279.54657 -2769807.17998
6.1 -485372.645182 -2769827.78253
6.1 -485470.43509 -2769893.61784
6.1 -485565.092702 -2769929.33301
6.1 -485644.733922 -2769966.63681
6.1 -485770.941999 -2770014.28896
6.1 -485865.608363 -2770049.99425
6.1 -485943.769767 -2770072.27478
6.1 -486036.904215 -2770092.96787
6.1 -486164.615235 -2770155.61767
6.1 -486259.244243 -2770191.31846
6.1 -486338.903571 -2770228.60313
6.1 -486433.654151 -2770264.39348
6.1 -486526.800418 -2770285.07053
6.1 -486606.418209 -2770322.3563
6.1 -486637.971674 -2770334.28948
6.1 -486716.032962 -2770356.45359
6.1 -486764.149078 -2770381.7942
6.1 -486809.13714 -2770377.12987
6.1 -486854.17353 -2770372.4563
6.1 -486902.291452 -2770397.79458
6.1 -486933.799032 -2770409.73298
6.1 -486981.98646 -2770435.17371
6.1 -487060.074113 -2770457.44063
6.1 -487153.185593 -2770478.1056
6.1 -487217.873134 -2770516.84499
6.1 -487280.991287 -2770540.69752
6.1 -487375.60266 -2770576.36996
6.1 -487468.74136 -2770597.13687
6.1 -487594.96809 -2770644.71722
6.1 -487674.6325 -2770682.08574
6.1 -487800.867308 -2770729.65707
6.1 -487908.991561 -2770748.81467
6.1 -488020.161745 -2770797.98872
6.1 -488114.861651 -2770833.74052
6.1 -488192.972766 -2770855.97642
6.1 -488271.037011 -2770878.21869
6.1 -488349.219254 -2770900.55404
6.1 -488442.263263 -2770921.19378
6.1 -488490.426639 -2770946.61792
6.1 -488553.548199 -2770970.33016
6.1 -488618.094618 -2771009.18479
6.1 -488711.261725 -2771029.91095
6.1 -488805.980486 -2771065.63991
6.1 -488900.605211 -2771101.38282
6.1 -488993.758785 -2771121.98745
6.1 -489103.415064 -2771156.11381
6.1 -489199.667566 -2771206.95639
6.1 -489309.233694 -2771241.09196
6.1 -489435.45138 -2771288.72065
6.1 -489545.121263 -2771322.83008
6.1 -489656.416401 -2771372.04471
6.1 -489782.550509 -2771419.67526
6.1 -489890.724402 -2771438.7572
6.1 -490000.330679 -2771472.9785
6.1 -490095.036523 -2771508.67344
6.1 -490204.745602 -2771542.86979
6.1 -490284.42777 -2771580.17478
6.1 -490377.439191 -2771600.8805
6.1 -490470.597515 -2771621.55749
6.1 -490518.745347 -2771646.95644
6.1 -490580.297339 -2771655.62713
6.1 -490644.958624 -2771694.54045
6.1 -490723.044533 -2771716.83639
6.1 -490771.099806 -2771742.24829
6.1 -490864.267247 -2771762.91238
6.1 -490930.427017 -2771816.72115
6.1 -491025.17899 -2771852.49769
6.1 -491119.768637 -2771888.18457
6.1 -491199.42629 -2771925.47293
6.1 -491294.16623 -2771961.12837
6.1 -491385.707654 -2771966.89945
6.1 -491463.789291 -2771989.06289
6.1 -491541.89232 -2772011.33644
6.1 -491635.029004 -2772031.98383
6.1 -491726.555225 -2772037.63153
6.1 -491821.32763 -2772073.38166
6.1 -491932.458326 -2772122.55116
6.1 -492057.129115 -2772155.18863
6.1 -492183.369531 -2772202.82573
6.1 -492309.566349 -2772250.46588
6.1 -492450.773356 -2772296.59292
6.1 -492577.008489 -2772344.10047
6.1 -492749.835149 -2772402.08019
6.1 -492876.0529 -2772449.69544
6.1 -493017.233724 -2772495.80314
6.1 -493159.990619 -2772556.90876
6.1 -493269.713712 -2772591.11685
6.1 -493440.953662 -2772634.05855
6.1 -493552.208634 -2772683.26923
6.1 -493693.415775 -2772729.34357
6.1 -493803.085968 -2772763.42753
6.1 -493914.256792 -2772812.64148
6.1 -494035.841285 -2772815.18288
6.1 -494132.058551 -2772865.89586
6.1 -494211.694297 -2772903.11819
6.1 -494291.352285 -2772940.45058
6.1 -494387.530397 -2772991.16382
6.1 -494482.300318 -2773026.95564
6.1 -494561.965855 -2773064.28063
6.1 -494688.057876 -2773111.85085
6.1 -494752.786549 -2773150.79385
6.1 -494817.428559 -2773189.51962
6.1 -494895.524758 -2773211.83092
6.1 -494960.238702 -2773250.65714
6.1 -495036.738518 -2773257.84781
6.1 -495131.479126 -2773293.62695
6.1 -495211.113675 -2773330.94278
6.1 -495307.323432 -2773381.62571
6.1 -495385.381853 -2773403.9323
6.1 -495463.470123 -2773426.11587
6.1 -495541.676747 -2773448.39223
6.1 -495606.260651 -2773487.23007
6.1 -495684.422089 -2773509.51119
6.1 -495777.578186 -2773530.15244
6.1 -495842.18761 -2773569.09729
6.1 -495936.902935 -2773604.85859
6.1 -496029.968197 -2773625.5089
6.1 -496124.688459 -2773661.26398
6.1 -496204.328651 -2773698.44026
6.1 -496328.966175 -2773731.03789
6.1 -496422.108579 -2773751.77892
6.1 -496549.828914 -2773814.39266
6.1 -496676.084788 -2773862.09156
6.1 -496802.276939 -2773909.68137
6.1 -496971.912758 -2773937.55379
6.1 -497128.195467 -2773982.0564
6.1 -497285.929199 -2774041.58046
6.1 -497442.176193 -2774086.07456
6.1 -497613.397846 -2774129.03338
6.1 -497754.591257 -2774175.05439
6.1 -497879.344573 -2774207.68765
6.1 -498003.984491 -2774240.22059
6.1 -498083.662488 -2774277.57804
6.1 -498206.734297 -2774295.21052
6.1 -498299.86859 -2774315.89862
6.1 -498393.053089 -2774336.57495
6.1 -498457.721351 -2774375.4616
6.1 -498520.803235 -2774399.11006
6.1 -498598.877088 -2774421.33735
6.1 -498692.040206 -2774442.12481
6.1 -498741.69601 -2774482.54638
6.1 -498819.774571 -2774504.76765
6.1 -498896.353406 -2774511.96578
6.1 -498960.936486 -2774550.85869
6.1 -499039.116225 -2774573.05654
6.1 -499072.228918 -2774600.11558
6.1 -499148.811944 -2774607.30688
6.1 -499195.306663 -2774617.59284
6.1 -499240.367568 -2774612.96063
6.1 -499301.931745 -2774621.69189
6.1 -499331.972478 -2774618.60268
6.1 -499378.516947 -2774628.8769
6.1 -499408.440766 -2774625.69208
6.1 -499483.494469 -2774617.97429
6.1 -499573.548321 -2774608.5963
6.1 -499633.609722 -2774602.29947
6.1 -499693.594439 -2774596.131
6.1 -499783.627875 -2774586.63399
6.1 -499906.686435 -2774604.20082
6.1 -499999.871534 -2774624.94503
6.1 -500106.406379 -2774629.03077
6.1 -500214.49853 -2774648.12422
6.1 -500336.056825 -2774650.6517
6.1 -500412.670344 -2774657.92056
6.1 -500534.279109 -2774660.43067
6.1 -500594.343076 -2774654.11309
6.1 -500655.868739 -2774662.82328
6.1 -500730.877445 -2774655.08055
6.1 -500790.844747 -2774648.77619
6.1 -500838.978661 -2774674.14989
6.1 -500885.553726 -2774684.51129
6.1 -500930.569255 -2774679.86043
6.1 -500960.563454 -2774676.76236
6.1 -500992.117945 -2774688.67544
6.1 -501035.601292 -2774668.89047
6.1 -501082.177531 -2774679.24859
6.1 -501110.59064 -2774661.02528
6.1 -501157.167242 -2774671.38215
6.1 -501172.140173 -2774669.83631
6.1 -501218.717295 -2774680.19216
6.1 -501295.337866 -2774687.43682
6.1 -501355.258287 -2774681.12904
6.1 -501446.949841 -2774686.80513
6.1 -501538.476697 -2774692.39227
6.1 -501600.029743 -2774701.1939
6.1 -501661.583379 -2774709.99417
6.1 -501706.551797 -2774705.3395
6.1 -501798.129591 -2774710.90938
6.1 -501873.141806 -2774703.13583
6.1 -501936.262475 -2774726.94116
6.1 -501997.915749 -2774735.71653
6.1 -502074.377698 -2774742.85395
6.1 -502165.951571 -2774748.64494
6.1 -502244.147322 -2774770.87461
6.1 -502319.161993 -2774763.08904
6.1 -502380.721714 -2774771.87353
6.1 -502457.284149 -2774778.98295
6.1 -502517.228595 -2774772.76233
6.1 -502547.273448 -2774769.63838
6.1 -502578.886704 -2774781.52492
6.1 -502625.474402 -2774791.85745
6.1 -502655.374254 -2774788.75865
6.1 -502703.531562 -2774814.10069
6.1 -502748.502852 -2774809.42918
6.1 -502795.092036 -2774819.7589
6.1 -502841.681667 -2774830.08787
6.1 -502888.223315 -2774840.42484
6.1 -502889.696385 -2774855.45312
6.1 -502906.261297 -2774869.02087
6.1 -502924.376081 -2774897.48709
6.1 -502956.013111 -2774909.48167
6.1 -503005.649047 -2774949.84705
6.1 -503055.286299 -2774990.21164
6.1 -503123.014139 -2775059.16161
6.1 -503205.720994 -2775126.55344
6.1 -503243.433163 -2775198.5111
6.1 -503327.766276 -2775280.90193
6.1 -503398.670092 -2775379.98031
6.1 -503484.487106 -2775477.39575
6.1 -503582.239337 -2775543.21095
6.1 -503653.038772 -2775642.1897
6.1 -503719.344495 -2775695.97825
6.1 -503800.479136 -2775748.46501
6.1 -503865.167597 -2775787.24829
6.1 -503911.729675 -2775797.56902
6.1 -503943.263741 -2775809.45857
6.1 -503974.846553 -2775821.33898
6.1 -504006.332769 -2775833.23664
6.1 -504051.342061 -2775828.65638
6.1 -504066.41911 -2775827.07741
6.1 -504111.408005 -2775822.384
6.1 -504186.454045 -2775814.54828
6.1 -504234.517715 -2775840.00425
6.1 -504309.495632 -2775832.06184
6.1 -504402.647572 -2775852.8
6.1 -504494.203934 -2775858.41224
6.1 -504602.339626 -2775877.58004
6.1 -504740.438936 -2775893.61376
6.1 -504878.568935 -2775909.5197
6.1 -504986.808332 -2775928.6551
6.1 -505124.915289 -2775944.66991
6.1 -505234.497558 -2775978.85034
6.1 -505374.240026 -2776009.85455
6.1 -505498.859316 -2776042.4475
6.1 -505623.530639 -2776075.02615
6.1 -505791.665887 -2776087.85968
6.1 -505914.877749 -2776105.50974
6.1 -506006.404717 -2776111.08143
6.1 -506082.901617 -2776118.23127
6.1 -506146.022341 -2776142.07394
6.1 -506191.136017 -2776137.44143
6.1 -506237.689975 -2776147.84477
6.1 -506252.672665 -2776146.27163
6.1 -506299.25514 -2776156.55294
6.1 -506330.758318 -2776168.4248
6.1 -506375.706816 -2776163.70364
6.1 -506423.897359 -2776189.10511
6.1 -506470.453554 -2776199.50462
6.1 -506517.038187 -2776209.78235
6.1 -506531.972859 -2776208.21655
6.1 -506548.563623 -2776221.76398
6.1 -506578.578477 -2776218.60543
6.1 -506595.100622 -2776232.04927
6.1 -506626.723641 -2776244.01236
6.1 -506641.70699 -2776242.43713
6.1 -506671.722134 -2776239.27758
6.1 -506674.752318 -2776269.32402
6.1 -506721.359737 -2776279.71058
6.1 -506737.882921 -2776293.15363
6.1 -509533.819442 -2775911.10008
6.1 -511899.845105 -2775475.87648
6.1 -512313.524469 -2777719.08136
6.1 -515152.266328 -2779513.1711
6.1 -517994.824338 -2781305.47041
6.1 -520422.716835 -2780852.31519
6.1 -523270.121835 -2782638.5763
6.1 -525699.155139 -2782180.70315
6.1 -523691.805631 -2784881.00052
6.1 -526546.273246 -2786664.21006
6.1 -526969.879846 -2788905.81527
6.1 -527393.569894 -2791148.39572
6.1 -525378.372793 -2793850.07239
6.1 -525800.218445 -2796093.35755
6.1 -526221.997777 -2798336.02112
6.1 -523780.423885 -2798794.05202
6.1 -521754.930722 -2801494.59829
6.1 -522172.810607 -2803738.34946
6.1 -525040.037315 -2805525.00312
6.1 -527487.580977 -2805065.85231
6.1 -529512.35645 -2802361.47575
6.1 -531531.379455 -2799656.15471
6.1 -531957.040515 -2801898.44274
6.1 -534828.997291 -2803675.24438
6.1 -537276.461532 -2803207.37509
6.1 -539721.880636 -2802737.56807
6.1 -542602.158618 -2804507.24379
6.1 -543035.772169 -2806748.42976
6.1 -540585.333724 -2807221.41891
6.1 -537706.301321 -2805450.03814
6.1 -535256.879039 -2805918.28182
6.1 -532808.658972 -2806384.31365
6.1 -530360.088734 -2806847.96651
6.1 -528331.384522 -2809553.55861
6.1 -526300.089317 -2812258.299
6.1 -526720.118064 -2814502.43
6.1 -527140.347459 -2816747.63273
6.1 -525099.193717 -2819451.72613
6.1 -523055.572669 -2822155.05057
6.1 -521007.373353 -2824856.36894
6.1 -523887.992721 -2826646.93747
6.1 -526772.235466 -2828434.90589
6.1 -529241.296811 -2827973.94872
6.1 -531708.326264 -2827511.14245
6.1 -534176.480587 -2827045.89501
6.1 -532130.598635 -2829756.69659
6.1 -530081.885309 -2832465.86401
6.1 -530502.229287 -2834711.67727
6.1 -533397.486525 -2836493.7354
6.1 -536297.825487 -2838272.78277
6.1 -538773.90819 -2837803.91907
6.1 -541249.538158 -2837332.67074
6.1 -543726.333855 -2836859.19303
6.1 -546201.088007 -2836383.63387
6.1 -549111.176572 -2838149.91865
6.1 -551151.023321 -2835425.94622
6.1 -551587.125889 -2837669.76365
6.1 -552023.312058 -2839913.74696
6.1 -548894.059131 -2838652.19103
6.1 -547065.542181 -2840872.9503
6.1 -544586.778433 -2841349.04695
6.1 -542534.517362 -2844069.04498
6.1 -540479.445969 -2846787.51645
6.1 -540905.944044 -2849033.67539
6.1 -543819.840499 -2850806.41248
6.1 -541758.991027 -2853526.5315
6.1 -542185.561244 -2855773.34134
6.1 -545105.474268 -2857545.94775
6.1 -548030.4022 -2859315.40876
6.1 -550524.718076 -2858836.20785
6.1 -553454.796424 -2860600.4621
6.1 -556386.838282 -2862362.14332
6.1 -558445.470742 -2859630.25672
6.1 -560501.163092 -2856896.98356
6.1 -557568.620104 -2855140.16995
6.1 -557130.157931 -2852895.46725
6.1 -554204.581101 -2851135.40337
6.1 -551282.527598 -2849372.8185
6.1 -548794.804469 -2849852.88795
6.1 -548362.508307 -2847608.00433
6.1 -550891.870064 -2849019.25348
6.1 -553332.031912 -2846646.52694
6.1 -555815.392531 -2846162.6862
6.1 -558739.922519 -2847919.86948
6.1 -561224.441711 -2847431.30032
6.1 -559180.224976 -2850163.84552
6.1 -559620.512325 -2852408.00765
6.1 -562551.149378 -2854162.75393
6.1 -565042.635637 -2853670.4393
6.1 -567532.092361 -2853176.50097
6.1 -570021.094896 -2852680.27878
6.1 -572511.3063 -2852181.55553
6.1 -575451.541243 -2853923.16859
6.1 -575903.701795 -2856165.63625
6.1 -578850.935261 -2857903.94311
6.1 -581344.2075 -2857397.81369
6.1 -581377.846551 -2857619.06335
6.1 -578754.527408 -2858033.52562
6.1 -576808.057333 -2860651.00004
6.1 -579759.286728 -2862388.40094
6.1 -582712.639299 -2864123.87027
6.1 -585211.136974 -2863614.41005
6.1 -587163.645495 -2860978.45769
6.1 -586790.704281 -2858619.89092
6.1 -586953.579895 -2858628.37777
6.1 -587250.707087 -2860860.84866
6.1 -590208.469771 -2862588.48905
6.1 -590670.666065 -2864829.94888
6.1 -588171.032833 -2865344.06982
6.1 -585669.374427 -2865856.44899
6.1 -583168.770494 -2866366.33867
6.1 -580667.822722 -2866874.02618
6.1 -577712.592491 -2865136.4812
6.1 -575663.001431 -2867883.17599
6.1 -572710.730842 -2866140.60769
6.1 -570209.911633 -2866639.06903
6.1 -567708.730852 -2867135.45065
6.1 -565648.112763 -2869875.2612
6.1 -563144.060245 -2870367.67153
6.1 -560199.449261 -2868612.11607
6.1 -557696.500855 -2869099.77316
6.1 -554758.527325 -2867338.69027
6.1 -552255.140355 -2867821.89969
6.1 -550183.634739 -2870550.04003
6.1 -547248.707894 -2868781.45562
6.1 -544745.566597 -2869257.82321
6.1 -541817.363949 -2867484.08113
6.1 -539736.689362 -2870204.26007
6.1 -540159.570522 -2872453.05163
6.1 -538074.302247 -2875172.66396
6.1 -541005.4755 -2876951.39335
6.1 -541428.457082 -2879200.71893
6.1 -544366.73157 -2880976.21253
6.1 -542274.491691 -2883700.02711
6.1 -539337.351153 -2881921.97973
6.1 -536821.217949 -2882391.60844
6.1 -534306.256451 -2882858.86383
6.1 -531790.938575 -2883323.91557
6.1 -529686.904897 -2886038.67845
6.1 -532621.451359 -2887826.60061
6.1 -530513.430745 -2890542.35042
6.1 -527991.461407 -2891004.08102
6.1 -525876.688136 -2893716.23409
6.1 -523351.850577 -2894173.93655
6.1 -521232.181907 -2896883.19148
6.1 -521637.710662 -2899137.02284
6.1 -522043.34266 -2901391.13744
6.1 -524981.98673 -2903188.4191
6.1 -527924.318452 -2904983.05404
6.1 -530048.457507 -2902267.68509
6.1 -532580.374623 -2901804.24969
6.1 -534697.968703 -2899085.57844
6.1 -537644.548894 -2900870.11468
6.1 -538061.892055 -2903122.46221
6.1 -541014.00376 -2904903.94407
6.1 -543971.13821 -2906682.38755
6.1 -541852.936048 -2909408.19918
6.1 -539314.3003 -2909879.85306
6.1 -536359.880605 -2908096.60384
6.1 -534234.478209 -2910816.75755
6.1 -534648.173872 -2913070.52315
6.1 -535061.882085 -2915324.35669
